"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sh3glb2",0,1.84417897652768,0.609,0.195,0,"0","Sh3glb2"
"Dtna",0,1.70471191415964,0.592,0.178,0,"0","Dtna"
"Nsmf",0,1.85732200628857,0.58,0.166,0,"0","Nsmf"
"Pcmt1",0,1.25311330106437,0.766,0.353,0,"0","Pcmt1"
"Ebf4",0,2.27580866961422,0.525,0.113,0,"0","Ebf4"
"Hrk",0,2.15250214502666,0.538,0.126,0,"0","Hrk"
"1110032A03Rik",0,1.49162988078178,0.647,0.236,0,"0","1110032A03Rik"
"Agpat3",0,1.54784017728572,0.663,0.252,0,"0","Agpat3"
"Adgrl3",0,1.53865691557441,0.612,0.201,0,"0","Adgrl3"
"Gatad2a",0,1.47644680819198,0.698,0.287,0,"0","Gatad2a"
"Nyap2",0,2.26966873611844,0.522,0.112,0,"0","Nyap2"
"Nav1",0,1.35343250369771,0.664,0.255,0,"0","Nav1"
"Ckap5",0,1.40172823463956,0.684,0.275,0,"0","Ckap5"
"Ckb",0,1.26477440755022,0.998,0.59,0,"0","Ckb"
"Gcnt2",0,1.25841358054459,0.671,0.263,0,"0","Gcnt2"
"Oip5os1",0,1.1311216504531,0.842,0.434,0,"0","Oip5os1"
"Gm13589",0,2.07928549075478,0.535,0.128,0,"0","Gm13589"
"Brdt",0,2.06403052037112,0.531,0.127,0,"0","Brdt"
"Msi2",0,1.39543943410094,0.977,0.574,0,"0","Msi2"
"Cadps",0,1.83013042865103,0.555,0.152,0,"0","Cadps"
"Slc27a2",0,1.16094761304459,0.647,0.245,0,"0","Slc27a2"
"Ctxn1",0,1.67594147598064,0.562,0.16,0,"0","Ctxn1"
"Rab11fip4",0,1.92334843145963,0.556,0.154,0,"0","Rab11fip4"
"Pten",0,1.09294246356186,0.841,0.439,0,"0","Pten"
"Tusc3",0,1.46863140284454,0.64,0.239,0,"0","Tusc3"
"Dnajb13",0,2.09048957870412,0.522,0.122,0,"0","Dnajb13"
"Tuba1a",0,1.73647673478845,1,0.6,0,"0","Tuba1a"
"Emx2",0,1.51245777624639,0.576,0.176,0,"0","Emx2"
"BC031181",0,1.13159212719915,0.908,0.509,0,"0","BC031181"
"Sdc3",0,1.32683255692687,0.643,0.245,0,"0","Sdc3"
"2810013P06Rik",0,1.36014872518424,0.664,0.266,0,"0","2810013P06Rik"
"Tnrc6c",0,1.1228459718137,0.892,0.494,0,"0","Tnrc6c"
"Ptpdc1",0,1.9375679741514,0.539,0.141,0,"0","Ptpdc1"
"Map1b",0,1.49328873328223,1,0.602,0,"0","Map1b"
"Zmiz1",0,1.06469253090802,0.807,0.41,0,"0","Zmiz1"
"Otud3",0,1.9300553576215,0.548,0.151,0,"0","Otud3"
"Rims2",0,2.17316210951895,0.516,0.12,0,"0","Rims2"
"Slc8a1",0,1.35378612125062,0.615,0.219,0,"0","Slc8a1"
"Acp2",0,1.77535996894965,0.575,0.179,0,"0","Acp2"
"Tmx3",0,1.3362198629644,0.701,0.306,0,"0","Tmx3"
"Wdr54",0,1.69829225160912,0.547,0.153,0,"0","Wdr54"
"Wdr35",0,1.84467532598739,0.554,0.16,0,"0","Wdr35"
"Timm17a",0,1.24517118385156,0.737,0.343,0,"0","Timm17a"
"Mslnl",0,1.70502417234623,0.547,0.154,0,"0","Mslnl"
"Tmod2",0,1.73118177071498,0.546,0.155,0,"0","Tmod2"
"Tenm2",0,1.93865362415719,0.546,0.155,0,"0","Tenm2"
"Galnt14",0,2.04254494824257,0.516,0.125,0,"0","Galnt14"
"Lpcat4",0,1.93185409539859,0.529,0.139,0,"0","Lpcat4"
"Hcn2",0,2.17163186542331,0.503,0.113,0,"0","Hcn2"
"Saraf",0,1.30421675994061,0.977,0.588,0,"0","Saraf"
"Psmc5",0,1.07477719338394,0.83,0.441,0,"0","Psmc5"
"R3hdm1",0,1.20366218831012,0.74,0.352,0,"0","R3hdm1"
"Gkap1",0,1.41446045906724,0.644,0.256,0,"0","Gkap1"
"Bnip3",0,1.47933506870463,0.602,0.215,0,"0","Bnip3"
"Micu3",0,1.70613765861506,0.565,0.178,0,"0","Micu3"
"Abcc1",0,1.6517340538982,0.589,0.202,0,"0","Abcc1"
"Tnfrsf21",0,1.57492533897313,0.585,0.198,0,"0","Tnfrsf21"
"Gm10138",0,1.91258828780316,0.53,0.144,0,"0","Gm10138"
"Stx12",0,1.51402322638859,0.622,0.236,0,"0","Stx12"
"Tmprss6",0,2.00604289442312,0.511,0.125,0,"0","Tmprss6"
"Abhd3",0,2.10470114128864,0.507,0.121,0,"0","Abhd3"
"Gabbr1",0,1.64682784382634,0.569,0.183,0,"0","Gabbr1"
"Pcmtd2",0,1.41366822588809,0.633,0.248,0,"0","Pcmtd2"
"1500004A13Rik",0,1.81079705203903,0.53,0.145,0,"0","1500004A13Rik"
"Klc1",0,1.38133813940871,0.629,0.244,0,"0","Klc1"
"1700123O20Rik",0,1.48784671491337,0.623,0.238,0,"0","1700123O20Rik"
"Erlec1",0,1.22366612232847,0.714,0.329,0,"0","Erlec1"
"Emc7",0,1.23614857466079,0.806,0.422,0,"0","Emc7"
"Slc16a11",0,0.946027090949525,0.651,0.267,0,"0","Slc16a11"
"Dusp14",0,1.89193479962922,0.524,0.14,0,"0","Dusp14"
"Dnm1l",0,1.35143093983242,0.664,0.28,0,"0","Dnm1l"
"Arhgap5",0,1.03938942065286,0.814,0.43,0,"0","Arhgap5"
"Mllt3",0,1.41191342585427,0.624,0.241,0,"0","Mllt3"
"Pbx3",0,1.6543235432989,0.573,0.19,0,"0","Pbx3"
"Rbm4",0,1.59099108934874,0.584,0.201,0,"0","Rbm4"
"Ngrn",0,1.53160612562709,0.595,0.213,0,"0","Ngrn"
"Rnf150",0,1.76861785008684,0.547,0.165,0,"0","Rnf150"
"2510009E07Rik",0,1.79874946905033,0.547,0.165,0,"0","2510009E07Rik"
"Saxo2",0,1.942289752384,0.508,0.127,0,"0","Saxo2"
"Armc2",0,2.12213449180537,0.494,0.115,0,"0","Armc2"
"Armh4",0,1.9428324609986,0.511,0.132,0,"0","Armh4"
"Golga4",0,1.13662362774654,0.787,0.409,0,"0","Golga4"
"D430042O09Rik",0,1.40584749873386,0.605,0.227,0,"0","D430042O09Rik"
"Trim35",0,1.26708853287817,0.633,0.256,0,"0","Trim35"
"Cetn2",0,1.1490786525422,0.722,0.345,0,"0","Cetn2"
"Morn2",0,1.63366660850296,0.564,0.188,0,"0","Morn2"
"Ssbp2",0,0.953581823288387,0.678,0.303,0,"0","Ssbp2"
"Dnm1",0,1.64724337070981,0.531,0.156,0,"0","Dnm1"
"Ksr2",0,1.57500780514197,0.537,0.162,0,"0","Ksr2"
"Jhy",0,1.99123826312054,0.496,0.121,0,"0","Jhy"
"2810001G20Rik",0,1.8781714652966,0.538,0.163,0,"0","2810001G20Rik"
"Kalrn",0,1.85851230101918,0.516,0.141,0,"0","Kalrn"
"Tollip",0,1.73117037172805,0.547,0.173,0,"0","Tollip"
"Nin",0,1.22919954835356,0.68,0.306,0,"0","Nin"
"Cdh2",0,1.50388051295697,0.557,0.183,0,"0","Cdh2"
"Kmt5a",0,1.18015206702559,0.731,0.357,0,"0","Kmt5a"
"Sun1",0,1.56218844503791,0.579,0.205,0,"0","Sun1"
"Nqo1",0,3.00709935745725,0.509,0.135,0,"0","Nqo1"
"Ptprr",0,2.03064039676834,0.492,0.118,0,"0","Ptprr"
"Mat2b",0,1.03038444736027,0.764,0.39,0,"0","Mat2b"
"Pacrg",0,2.10229803871074,0.489,0.115,0,"0","Pacrg"
"Rtn3",0,0.99515766897058,0.868,0.494,0,"0","Rtn3"
"Bmpr2",0,1.13142471549279,0.696,0.322,0,"0","Bmpr2"
"Myef2",0,1.55999138960222,0.569,0.195,0,"0","Myef2"
"Wdr60",0,1.59578807034553,0.565,0.192,0,"0","Wdr60"
"Pfdn2",0,1.01276711992427,0.807,0.435,0,"0","Pfdn2"
"Ndrg3",0,1.30333159863251,0.602,0.23,0,"0","Ndrg3"
"Ift80",0,1.85816579705684,0.519,0.148,0,"0","Ift80"
"Kazn",0,1.85870431241629,0.515,0.144,0,"0","Kazn"
"Mmgt1",0,1.99609941175499,0.508,0.137,0,"0","Mmgt1"
"Tulp4",0,1.03523704012947,0.778,0.408,0,"0","Tulp4"
"Mmp16",0,2.16316159856126,0.481,0.111,0,"0","Mmp16"
"Scg3",0,1.35781706107403,0.537,0.167,0,"0","Scg3"
"Ube2e1",0,1.20126020237035,0.7,0.33,0,"0","Ube2e1"
"Kdm5b",0,1.19994041434444,0.672,0.303,0,"0","Kdm5b"
"Zbtb7b",0,1.61243063164133,0.555,0.186,0,"0","Zbtb7b"
"Vsnl1",0,1.9723325211139,0.492,0.123,0,"0","Vsnl1"
"1700001L19Rik",0,2.29147448521024,0.467,0.098,0,"0","1700001L19Rik"
"Rexo2",0,0.985331834158431,0.801,0.433,0,"0","Rexo2"
"Cyb561",0,1.60193477233905,0.549,0.181,0,"0","Cyb561"
"Dmtn",0,2.01842538446279,0.489,0.121,0,"0","Dmtn"
"Ube2k",0,1.02087075355643,0.814,0.446,0,"0","Ube2k"
"Slc25a33",0,1.62524950248686,0.543,0.176,0,"0","Slc25a33"
"Cecr2",0,1.48512584497737,0.534,0.167,0,"0","Cecr2"
"Ccpg1os",0,1.73428945806912,0.526,0.159,0,"0","Ccpg1os"
"Klc2",0,1.95418272743419,0.5,0.133,0,"0","Klc2"
"Zranb2",0,0.954916449525581,0.811,0.445,0,"0","Zranb2"
"Kif2a",0,1.23283484254786,0.661,0.295,0,"0","Kif2a"
"Ppp1r14b",0,1.0944248083928,0.935,0.57,0,"0","Ppp1r14b"
"Psen2",0,1.13216265886836,0.637,0.272,0,"0","Psen2"
"Calm3",0,1.13067752408872,0.947,0.582,0,"0","Calm3"
"Gprc5c",0,1.9183331105319,0.505,0.14,0,"0","Gprc5c"
"Gm17018",0,1.35480510551886,0.612,0.247,0,"0","Gm17018"
"Syt14",0,2.10000180659643,0.479,0.115,0,"0","Syt14"
"1700088E04Rik",0,1.9645121935912,0.488,0.124,0,"0","1700088E04Rik"
"Sult4a1",0,1.83712380201282,0.497,0.133,0,"0","Sult4a1"
"Mrpl51",0,1.06606797224011,0.776,0.413,0,"0","Mrpl51"
"Tmem30a",0,1.00089684337385,0.797,0.434,0,"0","Tmem30a"
"C530008M17Rik",0,1.64216100938472,0.524,0.161,0,"0","C530008M17Rik"
"Ap3b2",0,2.03080910795801,0.481,0.118,0,"0","Ap3b2"
"Cds1",0,1.35548093364672,0.579,0.217,0,"0","Cds1"
"Mns1",0,1.89795544403337,0.49,0.128,0,"0","Mns1"
"Irak1bp1",0,1.79162812436083,0.511,0.149,0,"0","Irak1bp1"
"Lrp11",0,2.09731649616229,0.472,0.11,0,"0","Lrp11"
"Rabl2",0,1.99533405077886,0.486,0.124,0,"0","Rabl2"
"Prune2",0,1.80925280730354,0.498,0.136,0,"0","Prune2"
"Rab3gap1",0,1.41092062107481,0.614,0.254,0,"0","Rab3gap1"
"Dhx36",0,1.02431961933333,0.746,0.386,0,"0","Dhx36"
"Zbbx",0,2.24475639182063,0.459,0.099,0,"0","Zbbx"
"Zc3h14",0,1.28069106238733,0.639,0.279,0,"0","Zc3h14"
"Polr2c",0,1.14020371697403,0.686,0.327,0,"0","Polr2c"
"Pitpnb",0,1.33503141169446,0.632,0.273,0,"0","Pitpnb"
"Ttc8",0,1.8801201236789,0.494,0.135,0,"0","Ttc8"
"Cers5",0,1.48302368809147,0.573,0.214,0,"0","Cers5"
"Tmem33",0,1.24301158252402,0.639,0.281,0,"0","Tmem33"
"Lingo2",0,1.9352656463435,0.48,0.123,0,"0","Lingo2"
"Plxna1",0,2.16391115912966,0.475,0.118,0,"0","Plxna1"
"Klhl28",0,1.62399040235443,0.529,0.173,0,"0","Klhl28"
"Suco",0,1.20888449230861,0.637,0.281,0,"0","Suco"
"Osbpl8",0,1.38467429160382,0.594,0.238,0,"0","Osbpl8"
"Dctn3",0,0.953686895478766,0.807,0.452,0,"0","Dctn3"
"Unc45a",0,1.56600101671752,0.547,0.193,0,"0","Unc45a"
"Ppp3cb",0,1.22241156416706,0.638,0.284,0,"0","Ppp3cb"
"Togaram2",0,2.11385852406228,0.459,0.105,0,"0","Togaram2"
"Schip1",0,1.80532691820482,0.497,0.143,0,"0","Schip1"
"Tmf1",0,1.05840451297512,0.725,0.371,0,"0","Tmf1"
"Gsk3b",0,1.0613218468271,0.93,0.577,0,"0","Gsk3b"
"Mrpl27",0,1.25694136748744,0.64,0.287,0,"0","Mrpl27"
"C030034I22Rik",0,1.79858329401905,0.498,0.145,0,"0","C030034I22Rik"
"Cetn3",0,1.01194490459986,0.775,0.423,0,"0","Cetn3"
"Scn3b",0,1.63278236925788,0.498,0.146,0,"0","Scn3b"
"Ddit3",0,1.52535891989617,0.588,0.236,0,"0","Ddit3"
"Fzd3",0,1.4553353993493,0.553,0.203,0,"0","Fzd3"
"Gas2l1",0,1.74208411467041,0.505,0.155,0,"0","Gas2l1"
"Kcns3",0,2.22892511544607,0.448,0.098,0,"0","Kcns3"
"Fam81a",0,2.01560274445726,0.463,0.114,0,"0","Fam81a"
"Iqce",0,1.86565553122658,0.489,0.14,0,"0","Iqce"
"Zbtb38",0,1.20673810096214,0.631,0.283,0,"0","Zbtb38"
"Top2b",0,0.933616595401405,0.793,0.445,0,"0","Top2b"
"Ptn",0,0.759941953788902,0.619,0.271,0,"0","Ptn"
"Arhgef12",0,1.02541585207451,0.692,0.344,0,"0","Arhgef12"
"Ankrd54",0,1.84978546574905,0.488,0.14,0,"0","Ankrd54"
"Epb41l3",0,1.62048595063546,0.514,0.166,0,"0","Epb41l3"
"B230118H07Rik",0,1.60293685325231,0.529,0.182,0,"0","B230118H07Rik"
"Cycs",0,0.904974826978701,0.787,0.44,0,"0","Cycs"
"Cacna1h",0,1.99647462796953,0.462,0.115,0,"0","Cacna1h"
"Alms1",0,1.67088464990718,0.505,0.158,0,"0","Alms1"
"Tex9",0,1.76425837473175,0.496,0.149,0,"0","Tex9"
"Stxbp1",0,1.75846695584749,0.491,0.145,0,"0","Stxbp1"
"Map9",0,1.7092528380458,0.495,0.149,0,"0","Map9"
"Adh5",0,1.02867862646811,0.742,0.396,0,"0","Adh5"
"Fut8",0,1.40804789038217,0.572,0.226,0,"0","Fut8"
"Cep19",0,1.72366267637679,0.497,0.151,0,"0","Cep19"
"Snap91",0,2.09180613101259,0.453,0.108,0,"0","Snap91"
"Gk5",0,1.40370768698639,0.531,0.186,0,"0","Gk5"
"Gldc",0,2.05777827962771,0.456,0.111,0,"0","Gldc"
"Oaz2",0,1.27038295374074,0.588,0.243,0,"0","Oaz2"
"Sh3bgrl",0,0.875176034872461,0.854,0.509,0,"0","Sh3bgrl"
"Bbs7",0,1.98499564957336,0.464,0.12,0,"0","Bbs7"
"Atp2a2",0,0.885328004617558,0.781,0.437,0,"0","Atp2a2"
"Herc1",0,1.1037618266544,0.673,0.329,0,"0","Herc1"
"Nme5",0,1.91946835496438,0.459,0.115,0,"0","Nme5"
"Ndufaf4",0,1.38222133901101,0.566,0.222,0,"0","Ndufaf4"
"D130043K22Rik",0,2.23854421356791,0.439,0.095,0,"0","D130043K22Rik"
"Fam174a",0,1.07117784424814,0.684,0.341,0,"0","Fam174a"
"Hmox2",0,1.14518484929792,0.64,0.297,0,"0","Hmox2"
"Eid1",0,1.06888042089823,0.947,0.604,0,"0","Eid1"
"Cbx8",0,1.91145689423724,0.468,0.126,0,"0","Cbx8"
"Dbndd2",0,1.12150400049243,0.609,0.267,0,"0","Dbndd2"
"Fhad1",0,1.61734703107616,0.482,0.14,0,"0","Fhad1"
"Hist1h2bc",0,0.790141240778521,0.741,0.399,0,"0","Hist1h2bc"
"Zfp523",0,1.69295053051458,0.496,0.154,0,"0","Zfp523"
"Pkig",0,0.892463713670953,0.662,0.321,0,"0","Pkig"
"Abca3",0,1.49718084295636,0.531,0.19,0,"0","Abca3"
"Diras1",0,2.18672150299415,0.438,0.097,0,"0","Diras1"
"Acsm4",0,1.74794676693855,0.451,0.112,0,"0","Acsm4"
"Rtn4rl1",0,1.97603825921076,0.455,0.116,0,"0","Rtn4rl1"
"Ccdc184",0,1.95264022297515,0.452,0.113,0,"0","Ccdc184"
"Dlg1",0,1.40100813250444,0.566,0.227,0,"0","Dlg1"
"Epcam",0,0.528724635160564,0.951,0.612,0,"0","Epcam"
"Fbxo36",0,1.8581287099264,0.463,0.125,0,"0","Fbxo36"
"Dner",0,1.32636701052264,0.505,0.167,0,"0","Dner"
"Kctd17",0,1.63582657314247,0.495,0.157,0,"0","Kctd17"
"Napg",0,1.27983358838941,0.587,0.249,0,"0","Napg"
"Emc4",0,1.17678229805973,0.625,0.288,0,"0","Emc4"
"Fsip1",0,2.2711964777868,0.427,0.09,0,"0","Fsip1"
"Rnf11",0,1.08139172428423,0.661,0.325,0,"0","Rnf11"
"Aco2",0,1.0792786458721,0.674,0.338,0,"0","Aco2"
"Rogdi",0,1.56272104434665,0.517,0.181,0,"0","Rogdi"
"Sec14l5",0,2.00210213390473,0.444,0.108,0,"0","Sec14l5"
"Cacna1b",0,2.48981847292302,0.414,0.078,0,"0","Cacna1b"
"A430108G06Rik",0,2.3419307836213,0.422,0.086,0,"0","A430108G06Rik"
"Scgn",0,2.67729061040408,0.404,0.069,0,"0","Scgn"
"Lin7c",0,1.20881617354148,0.609,0.274,0,"0","Lin7c"
"Bbs4",0,1.75674138491939,0.476,0.142,0,"0","Bbs4"
"Vdac1",0,0.847906138959255,0.826,0.492,0,"0","Vdac1"
"9930021J03Rik",0,1.25444230690246,0.59,0.256,0,"0","9930021J03Rik"
"Med12l",0,1.67526041103235,0.457,0.124,0,"0","Med12l"
"Nav3",0,2.01169551080426,0.438,0.105,0,"0","Nav3"
"Trappc4",0,0.940094126844904,0.724,0.391,0,"0","Trappc4"
"2610037D02Rik",0,1.41530382723147,0.525,0.193,0,"0","2610037D02Rik"
"Cnppd1",0,1.39854818072257,0.542,0.211,0,"0","Cnppd1"
"Brinp2",0,1.69433663172833,0.464,0.133,0,"0","Brinp2"
"Ccdc127",0,1.32747990822165,0.56,0.23,0,"0","Ccdc127"
"Reep1",0,1.95994251694652,0.442,0.112,0,"0","Reep1"
"Gdi1",0,1.13720962481282,0.594,0.264,0,"0","Gdi1"
"Pnn",0,0.828821662356694,0.807,0.478,0,"0","Pnn"
"Ube2o",0,1.68133198057989,0.479,0.15,0,"0","Ube2o"
"Slf1",0,1.56119292161544,0.5,0.171,0,"0","Slf1"
"BC005624",0,1.06233088924893,0.652,0.324,0,"0","BC005624"
"Mrps33",0,0.861863486612116,0.792,0.464,0,"0","Mrps33"
"Psmb7",0,0.955501837856288,0.727,0.399,0,"0","Psmb7"
"Dpm1",0,0.941251062279353,0.734,0.407,0,"0","Dpm1"
"Ppfia2",0,1.9706919215733,0.439,0.112,0,"0","Ppfia2"
"Odf2",0,1.42827864075521,0.519,0.193,0,"0","Odf2"
"Zc3h6",0,1.46501781677508,0.515,0.189,0,"0","Zc3h6"
"Kcna5",0,2.05212709391227,0.429,0.103,0,"0","Kcna5"
"Unc5b",0,1.84963503438324,0.454,0.128,0,"0","Unc5b"
"Hecw1",0,1.9578691864297,0.433,0.107,0,"0","Hecw1"
"Ift27",0,1.46297343257625,0.518,0.192,0,"0","Ift27"
"Abhd12",0,1.06498904619397,0.58,0.254,0,"0","Abhd12"
"Rhoq",0,1.1486990767972,0.599,0.273,0,"0","Rhoq"
"Eif4e3",0,1.33395475551956,0.534,0.209,0,"0","Eif4e3"
"Spint2",0,0.463710385700916,0.811,0.486,0,"0","Spint2"
"Map6",0,1.90168062487062,0.441,0.116,0,"0","Map6"
"Mrpl41",0,1.15690019571137,0.606,0.281,0,"0","Mrpl41"
"Ndufa5",0,0.868347171371313,0.861,0.536,0,"0","Ndufa5"
"Trim37",0,1.55375170408209,0.495,0.17,0,"0","Trim37"
"2410004P03Rik",0,2.26024434585239,0.41,0.085,0,"0","2410004P03Rik"
"Rgs6",0,2.28363414671862,0.412,0.087,0,"0","Rgs6"
"Stmnd1",0,2.0389266176537,0.425,0.1,0,"0","Stmnd1"
"Got1",0,1.22987551788072,0.549,0.225,0,"0","Got1"
"Orc2",0,1.52943350078866,0.502,0.178,0,"0","Orc2"
"Etv3",0,1.33933183440587,0.512,0.188,0,"0","Etv3"
"Rab36",0,1.69622258327285,0.458,0.134,0,"0","Rab36"
"Nptxr",0,1.96548293810913,0.433,0.109,0,"0","Nptxr"
"Mia3",0,0.963188755231865,0.72,0.396,0,"0","Mia3"
"Eif4a2",0,0.847033390600837,0.868,0.544,0,"0","Eif4a2"
"Mid1ip1",0,1.24895853019912,0.557,0.234,0,"0","Mid1ip1"
"Fyttd1",0,1.112244787276,0.61,0.287,0,"0","Fyttd1"
"Eaf1",0,1.65193711064069,0.472,0.149,0,"0","Eaf1"
"Mtss2",0,1.6921692395549,0.468,0.146,0,"0","Mtss2"
"Ccdc96",0,2.01691085089375,0.426,0.104,0,"0","Ccdc96"
"Ift122",0,1.81683143161034,0.451,0.129,0,"0","Ift122"
"Cenpv",0,1.47812106194137,0.504,0.182,0,"0","Cenpv"
"Ube2g1",0,1.41890578055967,0.524,0.202,0,"0","Ube2g1"
"Psmc6",0,0.91466230823301,0.757,0.435,0,"0","Psmc6"
"Ubxn6",0,1.09304339610255,0.615,0.293,0,"0","Ubxn6"
"Zfand2a",0,2.22612578419786,0.418,0.096,0,"0","Zfand2a"
"Cadm1",0,0.979496800652257,0.597,0.275,0,"0","Cadm1"
"Ndufv3",0,1.28174553617169,0.974,0.652,0,"0","Ndufv3"
"Mpp2",0,1.861030362883,0.442,0.121,0,"0","Mpp2"
"Rab39b",0,1.92738896058011,0.434,0.113,0,"0","Rab39b"
"Stbd1",0,2.13387982167529,0.407,0.086,0,"0","Stbd1"
"Hdlbp",0,1.01646677387595,0.931,0.611,0,"0","Hdlbp"
"Ssu72",0,0.855944574887899,0.799,0.479,0,"0","Ssu72"
"Kif21a",0,0.952423189584817,0.607,0.287,0,"0","Kif21a"
"Vwa3a",0,2.18289823010443,0.409,0.089,0,"0","Vwa3a"
"Dtx3",0,1.56567238744053,0.484,0.164,0,"0","Dtx3"
"Wbp1",0,1.28386826696849,0.542,0.223,0,"0","Wbp1"
"Spcs3",0,1.32964251244931,0.544,0.225,0,"0","Spcs3"
"Kif3b",0,1.52615870348111,0.495,0.176,0,"0","Kif3b"
"Rims3",0,2.83093029524214,0.376,0.057,0,"0","Rims3"
"Ndfip2",0,1.0428038683432,0.618,0.299,0,"0","Ndfip2"
"Mb21d2",0,2.02464864940056,0.424,0.105,0,"0","Mb21d2"
"Kctd16",0,1.99720017318206,0.425,0.106,0,"0","Kctd16"
"Hnrnpr",0,0.85084934724072,0.738,0.42,0,"0","Hnrnpr"
"Kcnab2",0,1.72622928488356,0.452,0.134,0,"0","Kcnab2"
"Zfp664",0,1.09964188912118,0.585,0.267,0,"0","Zfp664"
"Cfap100",0,2.13181579731709,0.411,0.093,0,"0","Cfap100"
"Armc1",0,1.29828165243223,0.54,0.223,0,"0","Armc1"
"Mxi1",0,1.27957476599913,0.534,0.217,0,"0","Mxi1"
"Ramac",0,1.01624096894895,0.625,0.308,0,"0","Ramac"
"Tmem64",0,1.09548696434053,0.568,0.251,0,"0","Tmem64"
"Akap9",0,0.860790692502547,0.859,0.542,0,"0","Akap9"
"Ube2v2",0,1.12039991964106,0.595,0.278,0,"0","Ube2v2"
"Hspa4",0,0.833335102320968,0.781,0.465,0,"0","Hspa4"
"Tspan13",0,0.610869734142936,0.732,0.416,0,"0","Tspan13"
"Pcyox1",0,1.58256512587001,0.486,0.17,0,"0","Pcyox1"
"Enox1",0,2.16169996989226,0.409,0.093,0,"0","Enox1"
"Eno1",0,0.598811300160377,0.68,0.365,0,"0","Eno1"
"1110008P14Rik",0,0.999975148315283,0.622,0.307,0,"0","1110008P14Rik"
"Efr3b",0,1.66237695694019,0.446,0.131,0,"0","Efr3b"
"Gm49066",0,1.87184736784723,0.43,0.115,0,"0","Gm49066"
"Polr2g",0,1.03330495579414,0.622,0.307,0,"0","Polr2g"
"Fam216a",0,1.58277350714832,0.471,0.156,0,"0","Fam216a"
"Sltm",0,0.827850682618834,0.756,0.442,0,"0","Sltm"
"Clba1",0,1.94166835237777,0.427,0.113,0,"0","Clba1"
"Safb",0,1.03286664920835,0.635,0.321,0,"0","Safb"
"Epb41l1",0,1.51367995821322,0.473,0.159,0,"0","Epb41l1"
"Tub",0,2.12473776769464,0.409,0.095,0,"0","Tub"
"Mfsd1",0,1.24820720650495,0.546,0.233,0,"0","Mfsd1"
"Adam22",0,2.22209134614462,0.401,0.088,0,"0","Adam22"
"Cep164",0,1.27649896927588,0.533,0.22,0,"0","Cep164"
"Ankrd12",0,0.855655724108037,0.878,0.565,0,"0","Ankrd12"
"Mfsd4a",0,0.763827261115007,0.495,0.182,0,"0","Mfsd4a"
"Tlk1",0,1.09250769691266,0.61,0.297,0,"0","Tlk1"
"Pon3",0,1.3466028546864,0.507,0.194,0,"0","Pon3"
"B230219D22Rik",0,0.807436308671908,0.735,0.422,0,"0","B230219D22Rik"
"Pigp",0,0.963606315886269,0.656,0.343,0,"0","Pigp"
"Siah2",0,1.55720652565355,0.476,0.163,0,"0","Siah2"
"Ube2s",0,1.05780906480649,0.985,0.672,0,"0","Ube2s"
"Btbd10",0,1.53876733878657,0.481,0.168,0,"0","Btbd10"
"Ppp4r2",0,1.01368454262415,0.672,0.36,0,"0","Ppp4r2"
"Ppdpf",0,0.792321945525613,0.73,0.418,0,"0","Ppdpf"
"Akirin1",0,0.963993447813319,0.638,0.326,0,"0","Akirin1"
"Cirbp",0,0.796700058129565,0.755,0.443,0,"0","Cirbp"
"Sdhaf4",0,1.17939773209359,0.561,0.25,0,"0","Sdhaf4"
"Sirt2",0,1.26090989759772,0.554,0.243,0,"0","Sirt2"
"Smarcc1",0,0.920617964671385,0.635,0.324,0,"0","Smarcc1"
"Bcl11b",0,0.990761935786637,0.503,0.192,0,"0","Bcl11b"
"Pdhb",0,1.09111996021461,0.606,0.295,0,"0","Pdhb"
"Srpk2",0,0.871522772230044,0.677,0.367,0,"0","Srpk2"
"Snx10",0,1.22102863032933,0.541,0.231,0,"0","Snx10"
"Coro2a",0,1.3988934705555,0.489,0.179,0,"0","Coro2a"
"Cmpk1",0,0.770477298782359,0.745,0.435,0,"0","Cmpk1"
"Kcnh3",0,1.9513141650097,0.414,0.104,0,"0","Kcnh3"
"Prrc2a",0,1.0397559689917,0.636,0.326,0,"0","Prrc2a"
"Mrpl43",0,1.0107918837544,0.633,0.323,0,"0","Mrpl43"
"Lsm6",0,0.863614640518799,0.691,0.381,0,"0","Lsm6"
"Tnks",0,1.2769212194466,0.531,0.222,0,"0","Tnks"
"Hnrnpm",0,1.06789121559337,0.921,0.612,0,"0","Hnrnpm"
"Ppp3ca",0,1.06719252674216,0.713,0.404,0,"0","Ppp3ca"
"Acss2",0,1.63141040221942,0.456,0.148,0,"0","Acss2"
"Dnajc9",0,1.01346852073313,0.551,0.243,0,"0","Dnajc9"
"Sucla2",0,1.19505749059884,0.558,0.25,0,"0","Sucla2"
"Vapb",0,1.0181974568469,0.606,0.298,0,"0","Vapb"
"Dip2c",0,1.44895234374829,0.488,0.18,0,"0","Dip2c"
"Xpr1",0,1.07729761425675,0.572,0.264,0,"0","Xpr1"
"Emc2",0,1.11617460507959,0.578,0.27,0,"0","Emc2"
"Vbp1",0,1.13610174982782,0.566,0.258,0,"0","Vbp1"
"Ctr9",0,1.21375989606412,0.542,0.235,0,"0","Ctr9"
"Dmxl2",0,1.5538909414057,0.456,0.149,0,"0","Dmxl2"
