"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Arpc1a2",1.57863749210919e-127,0.384152825068723,0.522,0.371,3.84966538825748e-123,"5","Arpc1a"
"Sdhd2",1.71973918996623e-127,0.521622159160014,0.386,0.256,4.19375598865166e-123,"5","Sdhd"
"Gorasp22",3.27012133191633e-127,0.606061358688901,0.317,0.199,7.97451788001116e-123,"5","Gorasp2"
"Nvl2",4.36087466397448e-127,0.622377975047968,0.307,0.191,1.06344289555682e-122,"5","Nvl"
"Vps4b2",6.19529047506079e-127,0.43213763477788,0.488,0.344,1.51078353524832e-122,"5","Vps4b"
"Hivep12",8.08622582571248e-127,0.556616082272461,0.336,0.214,1.97190702985825e-122,"5","Hivep1"
"Nsmce22",1.14409857597107e-126,0.603075902969108,0.323,0.205,2.78999878736304e-122,"5","Nsmce2"
"Samd4b2",1.3286079990834e-126,0.595526181150358,0.311,0.194,3.23994346656478e-122,"5","Samd4b"
"Got22",1.7998624667224e-126,0.529660105061453,0.381,0.252,4.38914461134925e-122,"5","Got2"
"Usf22",5.32585651140558e-126,0.464128292832865,0.422,0.286,1.29876336887136e-121,"5","Usf2"
"Zdhhc32",9.86847615573272e-126,0.578158270764779,0.319,0.201,2.40652659533698e-121,"5","Zdhhc3"
"Mrps152",1.0404710244132e-125,0.511098715684576,0.391,0.261,2.53729264013403e-121,"5","Mrps15"
"Ccdc1152",1.16430823019518e-125,0.635935880539758,0.282,0.172,2.83928205015396e-121,"5","Ccdc115"
"Tbc1d152",1.54930331616798e-125,0.531911933675201,0.335,0.212,3.77813106680723e-121,"5","Tbc1d15"
"Trio2",2.086705711535e-125,0.627013687280532,0.282,0.172,5.08864054814924e-121,"5","Trio"
"Atp6v1c12",2.24068070729988e-125,0.601139227427975,0.308,0.192,5.46412397282148e-121,"5","Atp6v1c1"
"Med82",3.742797269569e-125,0.530285201391765,0.358,0.233,9.12718542157097e-121,"5","Med8"
"Rnps13",6.86144605912027e-125,0.439506203505581,0.443,0.303,1.67323223597707e-120,"5","Rnps1"
"Psma32",1.5087015612011e-124,0.274568807365615,0.814,0.68,3.679119627145e-120,"5","Psma3"
"Nup882",3.19429823882467e-124,0.649258365322725,0.264,0.157,7.78961568519783e-120,"5","Nup88"
"Maf12",4.4828401431302e-124,0.525679501540399,0.361,0.235,1.09318539730373e-119,"5","Maf1"
"Ank1",5.00164905686255e-124,0.493185345955188,0.273,0.163,1.2197021390065e-119,"5","Ank"
"Trappc6a2",7.50896091556775e-124,0.538170732895549,0.374,0.248,1.83113520887035e-119,"5","Trappc6a"
"Specc1l2",7.76128059200667e-124,0.538836265047219,0.346,0.224,1.89266588516675e-119,"5","Specc1l"
"Aftph2",8.96316049853442e-124,0.458776762097732,0.418,0.283,2.1857563191726e-119,"5","Aftph"
"Hnrnpul22",1.15928868201569e-123,0.356265886774461,0.585,0.431,2.82704137996346e-119,"5","Hnrnpul2"
"Gid82",1.39318669976478e-123,0.641039729520058,0.289,0.179,3.39742508604639e-119,"5","Gid8"
"Ola12",1.9395121764946e-123,0.490074173643958,0.418,0.286,4.72969439359973e-119,"5","Ola1"
"Rtf22",2.28313638347878e-123,0.425466049675261,0.442,0.303,5.56765638475134e-119,"5","Rtf2"
"Nucb12",4.8115371815429e-123,0.452510439095707,0.447,0.31,1.17334145709105e-118,"5","Nucb1"
"Herc22",7.51631896430095e-123,0.461454744852874,0.417,0.283,1.83292954263443e-118,"5","Herc2"
"Fam13b2",9.81339458382299e-123,0.606319363266879,0.297,0.185,2.39309440321107e-118,"5","Fam13b"
"Trim443",1.21654780488199e-122,0.42790276312627,0.473,0.333,2.96667347698521e-118,"5","Trim44"
"Hadhb2",1.35750275859797e-122,0.482033687944526,0.387,0.257,3.31040622711702e-118,"5","Hadhb"
"Sdf42",2.39192594819899e-122,0.339754895233217,0.577,0.423,5.83295061727805e-118,"5","Sdf4"
"Synj12",2.83845716555728e-122,0.576024498791077,0.286,0.175,6.921861643928e-118,"5","Synj1"
"Ino80d2",4.70511171746724e-122,0.486377110255588,0.372,0.244,1.14738854342156e-117,"5","Ino80d"
"Arap22",5.18561831822772e-122,0.451960617518065,0.365,0.236,1.26456488308301e-117,"5","Arap2"
"Mrpl552",6.61397980080811e-122,0.617404191069281,0.303,0.191,1.61288511422506e-117,"5","Mrpl55"
"Med102",1.20638371691032e-121,0.485532797040047,0.377,0.249,2.94188733205752e-117,"5","Med10"
"Sesn33",1.32632468055875e-121,0.4536134413432,0.386,0.255,3.23437536601056e-117,"5","Sesn3"
"Stx73",1.51021691414203e-121,0.364549102492268,0.479,0.33,3.68281496682675e-117,"5","Stx7"
"Dop1a2",1.66897387853592e-121,0.68877888238789,0.25,0.149,4.06995970019769e-117,"5","Dop1a"
"Anapc21",2.31020713271815e-121,0.697646455864487,0.254,0.152,5.63367111384647e-117,"5","Anapc2"
"Osbp2",5.08487522495284e-121,0.578165701393928,0.315,0.199,1.239997672357e-116,"5","Osbp"
"Glyr12",7.40891527496867e-121,0.449994069494961,0.426,0.291,1.80673807895386e-116,"5","Glyr1"
"Cd822",9.51479642521194e-121,0.455245683029803,0.367,0.24,2.32027825625218e-116,"5","Cd82"
"Dgcr63",1.30031626535628e-120,0.581564010006769,0.317,0.202,3.17095124469783e-116,"5","Dgcr6"
"Ice12",4.97030248404249e-120,0.617377108291369,0.275,0.167,1.2120579637586e-115,"5","Ice1"
"Mast43",5.6935524301049e-120,0.301171483973043,0.399,0.26,1.38842969560538e-115,"5","Mast4"
"Vps282",5.73244322998905e-120,0.348076830199221,0.553,0.402,1.39791360606513e-115,"5","Vps28"
"Med72",8.84156856468838e-120,0.628668114100584,0.27,0.164,2.15610491018491e-115,"5","Med7"
"Mafg2",1.05449556139693e-119,0.531927987278561,0.344,0.223,2.57149287602255e-115,"5","Mafg"
"Rad23a2",2.78664164460306e-119,0.545060027115492,0.361,0.239,6.79550431452903e-115,"5","Rad23a"
"Cdc262",3.36149494913041e-119,0.482102389517429,0.404,0.275,8.19734158294941e-115,"5","Cdc26"
"Numa12",5.75105182928503e-119,0.432140963806136,0.425,0.29,1.40245149908945e-114,"5","Numa1"
"Pdzd82",6.24711157078016e-119,0.497623992585263,0.367,0.242,1.52342062765045e-114,"5","Pdzd8"
"Setd52",7.23172114501906e-119,0.427744289845488,0.425,0.291,1.76352751842435e-114,"5","Setd5"
"Ebp2",1.03467927152918e-118,0.495910406195253,0.369,0.244,2.52316887155105e-114,"5","Ebp"
"Med42",1.78414073745627e-118,0.604584402002255,0.277,0.17,4.35080560236086e-114,"5","Med4"
"Gm162862",2.5270476338478e-118,0.482800607839699,0.412,0.282,6.16245835990125e-114,"5","Gm16286"
"Ctcf3",3.00710447903024e-118,0.316125104879058,0.565,0.412,7.33312498256313e-114,"5","Ctcf"
"Prkar1a2",3.03924310884692e-118,0.277973181352287,0.664,0.5,7.4114982452341e-114,"5","Prkar1a"
"Fundc22",5.36600573929147e-118,0.464260383625444,0.405,0.276,1.30855415958362e-113,"5","Fundc2"
"Smarca42",5.74413606517879e-118,0.313839539368361,0.459,0.316,1.4007650208545e-113,"5","Smarca4"
"Synrg2",1.52360116522893e-117,0.523412541882885,0.345,0.225,3.71545380152727e-113,"5","Synrg"
"Ube2e32",3.28076466342108e-117,0.452965829190652,0.4,0.27,8.00047270821865e-113,"5","Ube2e3"
"Cops62",4.22335883794812e-117,0.414597240437502,0.463,0.324,1.02990828622203e-112,"5","Cops6"
"Bod1l2",1.22508474128115e-116,0.314996696536087,0.605,0.451,2.98749165008822e-112,"5","Bod1l"
"Tfdp23",1.39132885901694e-116,0.577623386594555,0.291,0.181,3.3928945555987e-112,"5","Tfdp2"
"Tbpl12",1.62316671992269e-116,0.633263026717897,0.252,0.151,3.95825436320348e-112,"5","Tbpl1"
"Suds32",1.74075669696479e-116,0.509959879729232,0.376,0.253,4.24500928121834e-112,"5","Suds3"
"Zfp8712",2.07604239518144e-115,0.507046952720843,0.349,0.229,5.06263698488945e-111,"5","Zfp871"
"Pak1ip12",2.56413346422462e-115,0.437355102111578,0.434,0.301,6.25289586585815e-111,"5","Pak1ip1"
"Ensa2",1.15808383022783e-114,0.44890892464983,0.398,0.269,2.82410322839359e-110,"5","Ensa"
"Zkscan12",1.49241344364952e-114,0.588193637964648,0.294,0.185,3.63939942368372e-110,"5","Zkscan1"
"Surf12",1.91194645976206e-114,0.634275638304574,0.278,0.173,4.66247263677575e-110,"5","Surf1"
"D1Ertd622e2",2.14481992110782e-114,0.562715868280588,0.271,0.165,5.23035785961352e-110,"5","D1Ertd622e"
"Rpf1",2.17434530706183e-114,0.633588642522451,0.26,0.158,5.30235846580097e-110,"5","Rpf1"
"Hikeshi2",2.30272452755977e-114,0.627098800638785,0.277,0.172,5.61542403290726e-110,"5","Hikeshi"
"Dido12",2.98548308875413e-114,0.563476006876441,0.305,0.194,7.28039906023583e-110,"5","Dido1"
"Nfatc32",3.53698678752155e-114,0.549920409024333,0.284,0.176,8.62529598005005e-110,"5","Nfatc3"
"Clpx2",5.09481722803539e-114,0.595923128324307,0.3,0.191,1.24242212922871e-109,"5","Clpx"
"Nsmce4a2",6.9564886215384e-114,0.443212849195271,0.423,0.292,1.69640931524836e-109,"5","Nsmce4a"
"Nsmce12",9.54682539838658e-114,0.504610200679789,0.37,0.249,2.32808884165055e-109,"5","Nsmce1"
"Lpin23",1.12054308393295e-113,0.444549679496343,0.333,0.214,2.7325563644789e-109,"5","Lpin2"
"Uhmk12",2.18308755849861e-113,0.619262362777836,0.269,0.165,5.3236773201547e-109,"5","Uhmk1"
"Nipbl3",2.64747708873129e-113,0.274330666396859,0.669,0.513,6.45613762858013e-109,"5","Nipbl"
"Ubald22",1.34163793370388e-112,0.340312076280906,0.472,0.329,3.27171826513029e-108,"5","Ubald2"
"Lonp22",1.72563921896348e-112,0.541479234795877,0.319,0.206,4.20814379936434e-108,"5","Lonp2"
"Egln12",4.08669061371932e-112,0.568186722007086,0.295,0.187,9.96580373061594e-108,"5","Egln1"
"BC0039652",1.53267276635019e-111,0.61944164250423,0.279,0.175,3.73757580802157e-107,"5","BC003965"
"Ddx172",1.87827782593449e-111,0.304172357203847,0.584,0.431,4.58036830632384e-107,"5","Ddx17"
"Slf22",2.42384758925622e-111,0.599467421776768,0.263,0.161,5.91079473116022e-107,"5","Slf2"
"Gtf2f12",4.22705090130227e-111,0.506476251017955,0.349,0.232,1.03080863279157e-106,"5","Gtf2f1"
"Tjp12",7.17952988233752e-111,0.406930887869709,0.307,0.195,1.75080015710683e-106,"5","Tjp1"
"Ubr42",9.78218811891252e-111,0.495908027911654,0.361,0.241,2.38548439467801e-106,"5","Ubr4"
"Rfc22",1.22048400277876e-110,0.554540664808173,0.288,0.181,2.97627228917627e-106,"5","Rfc2"
"Mfge81",1.50902437555006e-110,0.430519698643538,0.281,0.173,3.67990684221637e-106,"5","Mfge8"
"Spast2",1.59207877918803e-110,0.531279572971776,0.319,0.206,3.88244331092793e-106,"5","Spast"
"Usf32",5.06607106315297e-110,0.633639315450994,0.259,0.159,1.23541208946048e-105,"5","Usf3"
"Lrrfip22",1.92738509143966e-109,0.516767233804265,0.352,0.236,4.70012128398476e-105,"5","Lrrfip2"
"Zfp8002",2.19339878206963e-109,0.516918328107942,0.332,0.217,5.34882226995499e-105,"5","Zfp800"
"Imp32",7.14847916534168e-109,0.357644303454431,0.505,0.364,1.74322812926022e-104,"5","Imp3"
"Me22",1.12687310846015e-108,0.52447756033512,0.288,0.18,2.74799276229091e-104,"5","Me2"
"Rnf1152",1.39509102260318e-108,0.54306403491128,0.308,0.198,3.40206896772011e-104,"5","Rnf115"
"Crtc32",1.77116638573272e-108,0.45530465707971,0.342,0.225,4.31916634824781e-104,"5","Crtc3"
"Jmjd62",1.83208828824127e-108,0.629398952654596,0.26,0.16,4.46773049970515e-104,"5","Jmjd6"
"Ndufs82",2.89042745025713e-108,0.334256157278598,0.544,0.4,7.04859638019703e-104,"5","Ndufs8"
"Fam168a2",3.11009434519133e-108,0.592354489976455,0.289,0.185,7.58427607018359e-104,"5","Fam168a"
"Coa62",3.95555439768823e-108,0.594548952765809,0.274,0.172,9.64601495420252e-104,"5","Coa6"
"Spen2",4.39481971440212e-108,0.492791296527899,0.348,0.232,1.0717207355541e-103,"5","Spen"
"Gnl22",5.66934244485404e-108,0.598910156040651,0.275,0.173,1.38252584860211e-103,"5","Gnl2"
"Vti1b2",1.20686795184323e-107,0.448202852355834,0.395,0.272,2.94306818736491e-103,"5","Vti1b"
"Wtap2",1.34425011664754e-107,0.480249628207284,0.337,0.222,3.2780883344567e-103,"5","Wtap"
"Psmb32",1.40105368349709e-107,0.268848714927553,0.78,0.641,3.41660951257599e-103,"5","Psmb3"
"Ddx182",1.46790111773465e-107,0.471608234339367,0.358,0.239,3.57962366570772e-103,"5","Ddx18"
"Ctdspl22",1.76053736741143e-107,0.529782853074218,0.318,0.208,4.29324642416951e-103,"5","Ctdspl2"
"Ndufs33",5.91814986403028e-107,0.391692135999333,0.485,0.35,1.44320002584242e-102,"5","Ndufs3"
"Creb12",6.7343003374593e-107,0.486877044437491,0.351,0.234,1.64222648029283e-102,"5","Creb1"
"Orc42",7.01179220752804e-107,0.637742645534261,0.255,0.157,1.70989564772779e-102,"5","Orc4"
"Hdgf3",1.53876683797997e-106,0.260786106451831,0.618,0.461,3.75243681109796e-102,"5","Hdgf"
"Actl6a2",1.62006748326349e-106,0.519772746530333,0.317,0.207,3.95069656468634e-102,"5","Actl6a"
"Ankhd12",2.41623288662484e-106,0.427166761253289,0.404,0.279,5.89222551732335e-102,"5","Ankhd1"
"Zfp4452",3.37628685836945e-106,0.514562079116646,0.328,0.216,8.23341313281975e-102,"5","Zfp445"
"Tuba4a1",4.01356348652496e-106,0.681818655144132,0.273,0.175,9.78747591823977e-102,"5","Tuba4a"
"Drg12",4.56691810178173e-106,0.595470495709111,0.283,0.18,1.11368864830049e-101,"5","Drg1"
"Cttn3",1.29898284257139e-105,0.546645775337826,0.295,0.189,3.16769955989459e-101,"5","Cttn"
"Caprin12",1.30559427880979e-105,0.339546565671175,0.549,0.406,3.18382220830554e-101,"5","Caprin1"
"Uso12",1.55907731055614e-105,0.516972081774293,0.329,0.218,3.80196592952221e-101,"5","Uso1"
"Smad42",3.66284577054021e-105,0.408389868818757,0.419,0.292,8.93221569603936e-101,"5","Smad4"
"Itm2c1",5.08286572572826e-105,0.31328372133318,0.465,0.327,1.23950763587609e-100,"5","Itm2c"
"Dcaf72",1.74731635166746e-104,0.615019248735107,0.26,0.162,4.26100565517627e-100,"5","Dcaf7"
"Araf2",1.7595880631716e-104,0.546079752430616,0.289,0.184,4.29093145085027e-100,"5","Araf"
"Pgp2",2.05803810301526e-104,0.396197549550578,0.387,0.263,5.01873171801301e-100,"5","Pgp"
"Pabpn12",2.53579403598623e-104,0.261507916261392,0.7,0.547,6.18378733615603e-100,"5","Pabpn1"
"Psma62",2.96545275355542e-104,0.325684902401661,0.56,0.416,7.23155308482025e-100,"5","Psma6"
"Hnrnpll2",5.23125807260183e-104,0.570962763388206,0.283,0.18,1.27569459358468e-99,"5","Hnrnpll"
"Rab92",5.98041498959201e-104,0.557741253088047,0.292,0.188,1.45838399936191e-99,"5","Rab9"
"Dyrk1a2",7.70028083779576e-104,0.612351881047067,0.25,0.154,1.87779048510488e-99,"5","Dyrk1a"
"Cdk92",7.83230966705488e-104,0.46290345608974,0.357,0.24,1.909987035408e-99,"5","Cdk9"
"Kansl32",9.42096554105296e-104,0.614757061647853,0.254,0.157,2.29739665684117e-99,"5","Kansl3"
"Hpcal1",1.01666879685892e-103,0.534320217583947,0.27,0.169,2.47924852802016e-99,"5","Hpcal1"
"Ndufa31",1.33944581053446e-103,0.268446245232445,0.705,0.557,3.26637255356934e-99,"5","Ndufa3"
"Aimp13",1.4364144632476e-103,0.31603781556704,0.562,0.419,3.50284031007559e-99,"5","Aimp1"
"Clns1a2",1.62195847102097e-103,0.591690479178733,0.279,0.178,3.95530792743174e-99,"5","Clns1a"
"Ccdc252",1.6358638091488e-103,0.475376867082574,0.343,0.229,3.98921748499025e-99,"5","Ccdc25"
"Pum12",2.24778947993951e-103,0.399892368711051,0.457,0.328,5.48145942578049e-99,"5","Pum1"
"Kdm1a2",8.29501097713438e-103,0.281795297280448,0.484,0.344,2.02282137688399e-98,"5","Kdm1a"
"Immt2",1.92735644600454e-102,0.384422294117571,0.469,0.339,4.70005142922668e-98,"5","Immt"
"Sap30l2",1.98803992676273e-102,0.492592561903386,0.328,0.217,4.84803416540359e-98,"5","Sap30l"
"Ncoa72",3.23197585112324e-102,0.383610325331051,0.331,0.217,7.88149631054913e-98,"5","Ncoa7"
"Atf4",3.49434630281971e-102,0.285134127675271,0.591,0.443,8.52131289405615e-98,"5","Atf4"
"Ap2a22",4.39747981316323e-102,0.446952670843094,0.378,0.26,1.07236942723799e-97,"5","Ap2a2"
"Commd22",6.74196186583942e-102,0.548643052219917,0.308,0.202,1.6440948206036e-97,"5","Commd2"
"Cdk11b2",1.24744797380755e-101,0.268317438804528,0.515,0.374,3.0420266289271e-97,"5","Cdk11b"
"Rab5a2",3.65856121693305e-101,0.35116547799511,0.503,0.367,8.92176738361295e-97,"5","Rab5a"
"Brcc31",5.04657498582567e-101,0.615530323627494,0.253,0.158,1.23065777604345e-96,"5","Brcc3"
"Arid4b2",7.03325007410223e-101,0.295212423952843,0.542,0.398,1.71512836307057e-96,"5","Arid4b"
"Ktn13",8.862621936119e-101,0.259514119231411,0.615,0.46,2.16123898534198e-96,"5","Ktn1"
"Cdc372",1.08351018227934e-100,0.303644039142243,0.584,0.441,2.64224793050639e-96,"5","Cdc37"
"Rsl1d12",1.81960724713923e-100,0.416706011023839,0.408,0.286,4.43729423287372e-96,"5","Rsl1d1"
"Mfsd62",2.60838882974258e-100,0.509783456287948,0.284,0.182,6.36081700021027e-96,"5","Mfsd6"
"Ewsr12",2.85863135608321e-100,0.329900412452545,0.532,0.392,6.97105842494452e-96,"5","Ewsr1"
"Afap12",3.73580130009455e-100,0.542466922277999,0.272,0.173,9.11012505041058e-96,"5","Afap1"
"Tmem602",4.05215311426441e-100,0.596215893651753,0.257,0.161,9.88158058444518e-96,"5","Tmem60"
"Nsrp12",1.06722623354447e-99,0.40034257532451,0.398,0.278,2.60253789312155e-95,"5","Nsrp1"
"Hpf12",1.20853067836194e-99,0.402846579060637,0.398,0.277,2.94712291225342e-95,"5","Hpf1"
"Taf152",1.31070951333926e-99,0.389547966508816,0.404,0.281,3.19629621922912e-95,"5","Taf15"
"Fopnl2",1.42235554910441e-99,0.530073957243928,0.297,0.193,3.46855624204601e-95,"5","Fopnl"
"Asf1a2",1.89286898192164e-99,0.547449179971201,0.265,0.167,4.61595029931411e-95,"5","Asf1a"
"Zfp5162",2.12669475969132e-99,0.59588529464844,0.263,0.166,5.18615784098324e-95,"5","Zfp516"
"Pycr22",2.45135773024241e-99,0.577599565849293,0.272,0.173,5.97788096096914e-95,"5","Pycr2"
"Rpp25l2",3.03317035588045e-99,0.580072025453161,0.262,0.166,7.39668922985005e-95,"5","Rpp25l"
"Crnkl12",3.78815410762301e-99,0.554802398009458,0.282,0.181,9.23779260684948e-95,"5","Crnkl1"
"Pik3c2a2",3.80492695777211e-99,0.50389581266654,0.324,0.217,9.27869487922307e-95,"5","Pik3c2a"
"Rab11fip22",4.3474896988869e-99,0.514678132950165,0.304,0.199,1.06017883797056e-94,"5","Rab11fip2"
"Lage32",1.69988194598054e-98,0.514711439081564,0.33,0.223,4.14533211346813e-94,"5","Lage3"
"Psmd62",1.90790403879094e-98,0.390532858425091,0.45,0.324,4.65261478899558e-94,"5","Psmd6"
"Srrt2",3.17919698631112e-98,0.491967697774343,0.329,0.221,7.75278977081829e-94,"5","Srrt"
"Mrps252",3.71770710212608e-98,0.545526511715025,0.288,0.187,9.06600053924466e-94,"5","Mrps25"
"Ddx462",4.34549183271155e-98,0.326987957343748,0.507,0.372,1.05969163832504e-93,"5","Ddx46"
"Relch2",4.83329310213325e-98,0.553002340113032,0.269,0.171,1.17864685588622e-93,"5","Relch"
"Sptan12",6.18825073599551e-98,0.31834852863485,0.436,0.308,1.50906682447986e-93,"5","Sptan1"
"Zkscan32",9.24621883259515e-98,0.494332349020866,0.315,0.208,2.25478292451665e-93,"5","Zkscan3"
"Trip112",1.00490613785544e-97,0.344567478263648,0.499,0.367,2.45056410777427e-93,"5","Trip11"
"Emsy2",1.6939115232875e-97,0.47542977246478,0.314,0.207,4.13077264068891e-93,"5","Emsy"
"Dock83",2.40708533293445e-97,0.310980693791513,0.392,0.266,5.86991829289395e-93,"5","Dock8"
"Frmd4b2",3.50587432253254e-97,0.475878591530983,0.274,0.174,8.54942512292784e-93,"5","Frmd4b"
"Yif1a2",3.54361442176354e-97,0.535328229570078,0.308,0.205,8.64145812891258e-93,"5","Yif1a"
"Cyhr12",3.63619054882079e-97,0.46366696357006,0.367,0.254,8.86721427235438e-93,"5","Cyhr1"
"Mea12",4.75091203006733e-97,0.488194203446322,0.333,0.225,1.15855740765222e-92,"5","Mea1"
"Polr2i3",5.81872371940587e-97,0.416348801250394,0.408,0.289,1.41895396621432e-92,"5","Polr2i"
"Smarcb12",2.07153522629144e-96,0.473260453500304,0.347,0.237,5.05164580283431e-92,"5","Smarcb1"
"Ap2m12",2.92177294136746e-96,0.372253837477487,0.462,0.336,7.1250354948187e-92,"5","Ap2m1"
"Ppm1g2",5.94342750100825e-96,0.423766046024514,0.375,0.26,1.44936423039587e-91,"5","Ppm1g"
"Ten12",1.01699938851089e-95,0.456206386560841,0.35,0.239,2.48005470882265e-91,"5","Ten1"
"Mrps122",1.15317558214164e-95,0.414492951443637,0.409,0.291,2.8121339746106e-91,"5","Mrps12"
"Fmr12",1.53565263453204e-95,0.456199532652412,0.359,0.247,3.74484251456982e-91,"5","Fmr1"
"Ccdc822",2.38542535072103e-95,0.546169437115692,0.255,0.161,5.81709826026831e-91,"5","Ccdc82"
"Fkbp82",5.097352750382e-95,0.392754782645095,0.445,0.322,1.24304044170815e-90,"5","Fkbp8"
"Trappc2l2",6.24348740286406e-95,0.376141297167523,0.449,0.324,1.52253683806243e-90,"5","Trappc2l"
"Ndufa8",7.36192878352683e-95,0.263755213815971,0.589,0.443,1.79527995315085e-90,"5","Ndufa8"
"Cnot42",1.37843658204715e-94,0.397158813414715,0.392,0.274,3.36145544898019e-90,"5","Cnot4"
"Sh3pxd2a2",1.41348466152488e-94,0.464798128588725,0.286,0.185,3.44692369559458e-90,"5","Sh3pxd2a"
"Exosc32",1.65259025420529e-94,0.529242455891254,0.285,0.185,4.03000659390501e-90,"5","Exosc3"
"Tbl1xr12",1.91646903478301e-94,0.448743138965808,0.352,0.241,4.67350138822186e-90,"5","Tbl1xr1"
"Mrpl362",2.95498862638018e-94,0.444613085954497,0.367,0.255,7.20603526429071e-90,"5","Mrpl36"
"Usp342",3.53278233124016e-94,0.295120222137194,0.558,0.421,8.61504299296224e-90,"5","Usp34"
"Oga2",5.97497000523188e-94,0.34811962881051,0.432,0.307,1.45705618547585e-89,"5","Oga"
"Usp9x2",1.08331977634696e-93,0.338380969705848,0.474,0.345,2.64178360659971e-89,"5","Usp9x"
"Casp8ap22",1.2708017360437e-93,0.459486915296414,0.306,0.202,3.09897711351616e-89,"5","Casp8ap2"
"Usp101",1.64058702172525e-93,0.573464554595985,0.253,0.161,4.0007355111792e-89,"5","Usp10"
"Psmd92",1.69973824548621e-93,0.552138161855584,0.264,0.169,4.14498168544267e-89,"5","Psmd9"
"Mapk12",2.47818641014188e-93,0.415112146542313,0.388,0.273,6.04330537977199e-89,"5","Mapk1"
"Parg2",5.87110372764299e-93,0.561920730685597,0.264,0.17,1.43172735502302e-88,"5","Parg"
"2510002D24Rik2",9.76802610402695e-93,0.569610188123761,0.256,0.163,2.38203084572801e-88,"5","2510002D24Rik"
"Helz2",2.32616639596355e-92,0.481274798839846,0.321,0.217,5.67258937319672e-88,"5","Helz"
"Nfyb2",4.03071877953863e-92,0.458964375557079,0.312,0.208,9.82931081578289e-88,"5","Nfyb"
"Thumpd11",5.34861558454013e-92,0.550177925036597,0.261,0.167,1.30431339644596e-87,"5","Thumpd1"
"Tvp23b2",7.21640971595275e-92,0.511230691639804,0.297,0.197,1.75979367333224e-87,"5","Tvp23b"
"Paip12",2.1367616177862e-91,0.467204579779183,0.331,0.225,5.21070688113342e-87,"5","Paip1"
"Rnf342",2.98680332691861e-91,0.552343443186435,0.264,0.17,7.28361859302372e-87,"5","Rnf34"
"Atf72",6.66295611433147e-91,0.445168280519441,0.338,0.23,1.62482847804087e-86,"5","Atf7"
"Txn22",8.65732376675161e-91,0.384626921835898,0.432,0.313,2.11117497376005e-86,"5","Txn2"
"Rc3h12",1.43013842004282e-90,0.42702817478554,0.347,0.238,3.48753555111641e-86,"5","Rc3h1"
"Copb12",1.99920563553846e-90,0.355782400630132,0.471,0.347,4.87526286282408e-86,"5","Copb1"
"Btbd12",2.25958915873709e-90,0.474203454044533,0.33,0.226,5.51023412249628e-86,"5","Btbd1"
"Mrpl182",3.48893722135736e-90,0.31462106726616,0.453,0.326,8.50812230800206e-86,"5","Mrpl18"
"Twf11",3.76432570700456e-90,0.311369348145315,0.39,0.274,9.17968466910133e-86,"5","Twf1"
"Rab242",1.11838504914482e-89,0.444167785647082,0.339,0.233,2.72729378084456e-85,"5","Rab24"
"Galnt12",1.77511445726808e-89,0.34798650055918,0.416,0.296,4.32879411549394e-85,"5","Galnt1"
"Idh3g2",2.09064058257902e-89,0.407098913521954,0.392,0.278,5.09823612467721e-85,"5","Idh3g"
"Pex22",2.95766354903323e-89,0.542593859497643,0.268,0.175,7.21255833067244e-85,"5","Pex2"
"Kmt5b2",4.28605612557314e-89,0.416990968826989,0.362,0.252,1.04519764678227e-84,"5","Kmt5b"
"Vgll41",4.34144986559892e-89,0.344354923248604,0.412,0.292,1.05870596422495e-84,"5","Vgll4"
"Hipk22",1.85500373243401e-88,0.48018112893773,0.308,0.208,4.52361210191358e-84,"5","Hipk2"
"Ptov11",2.23535774288962e-88,0.345449212304234,0.395,0.278,5.45114339181062e-84,"5","Ptov1"
"Mrpl123",2.83571195652837e-88,0.403632723310775,0.377,0.265,6.91516717719007e-84,"5","Mrpl12"
"Mtrex2",3.26694177129992e-88,0.561037175564577,0.266,0.174,7.966764203492e-84,"5","Mtrex"
"Abcf12",3.32610612716132e-88,0.298232985466885,0.498,0.367,8.11104240169559e-84,"5","Abcf1"
"Pwwp2a2",5.31431738928106e-88,0.541156789030758,0.257,0.166,1.29594943855008e-83,"5","Pwwp2a"
"Txnl4a2",8.9089784870489e-88,0.50621838287394,0.309,0.21,2.17254349385174e-83,"5","Txnl4a"
"Srp192",8.94968261816642e-88,0.318425676385345,0.493,0.367,2.18246960326606e-83,"5","Srp19"
"Bag62",1.87856871323235e-87,0.496705966548464,0.285,0.189,4.58107766408841e-83,"5","Bag6"
"Scfd12",1.96771302154344e-87,0.462921246890553,0.329,0.226,4.79846497433584e-83,"5","Scfd1"
"Zfp6522",2.0553866297183e-87,0.332449977448856,0.44,0.32,5.01226583523106e-83,"5","Zfp652"
"2310009A05Rik2",2.19407543575766e-87,0.469670196482661,0.309,0.209,5.35047235763863e-83,"5","2310009A05Rik"
"Cct81",3.68225062530304e-87,0.277487088003541,0.543,0.407,8.97953637486399e-83,"5","Cct8"
"Dmtf12",6.4253251986108e-86,0.504438855697827,0.261,0.17,1.56687980293323e-81,"5","Dmtf1"
"Atp6ap13",6.96025835234713e-86,0.348627337337977,0.416,0.299,1.69732860180337e-81,"5","Atp6ap1"
"Psmd8",8.57520441263688e-86,0.263867864567244,0.576,0.44,2.09114934806563e-81,"5","Psmd8"
